145 1231
54 824
41 539
39 530
32 515
45 535
28 515
26 534
38 514
26 542
30 507
28 540
22 521
22 525
24 527
23 507
22 519
24 540
24 512
23 528
24 535
22 529
22 509
22 517
25 527
21 505
21 518
23 535
22 510
21 519
22 540
23 514
21 521
24 524
23 495
20 522
25 512
21 515
24 528
26 547
25 564
25 542
26 523
22 511
23 543
41 535
24 535
23 539
23 501
23 525
22 524
22 516
23 530
21 553
21 516
22 522
23 524
23 507
21 517
23 523
22 509
20 520
22 504
23 521
27 506
28 528
23 512
20 509
22 523
22 514
21 521
23 513
22 524
24 518
23 522
26 611
27 538
23 523
22 525
22 513
22 520
32 504
21 531
22 508
20 510
23 521
21 516
21 516
23 527
22 508
21 519
22 533
22 510
22 514
24 509
21 511
22 516
21 617
30 540
22 512
