881 0
1036 0
955 0
844 0
826 0
1055 0
892 0
889 0
1164 0
893 0
950 0
906 0
1009 0
862 0
907 0
844 0
863 0
905 0
863 0
804 0
732 0
895 0
933 0
845 0
773 0
859 0
822 0
778 0
821 0
899 0
824 0
815 0
847 0
852 0
909 0
885 0
757 0
888 0
823 0
751 0
851 0
872 0
932 0
928 0
877 0
1008 0
886 0
815 0
822 0
871 0
1127 0
822 0
824 0
918 0
835 0
828 0
840 0
836 0
855 0
820 0
828 0
762 0
822 0
818 0
822 0
821 0
816 0
867 0
852 0
893 0
865 0
871 0
890 0
830 0
820 0
836 0
854 0
1021 0
855 0
860 0
806 0
870 0
822 0
827 0
1121 0
890 0
830 0
731 0
875 0
991 0
844 0
870 0
826 0
922 0
845 0
825 0
828 0
820 0
850 0
1148 0
